院校名称,省份,专业组名称,投档线,最低投档排名,,,,,,,,,,,,,,,
山东科技大学,山东,第101组,562,7516,,,,,,,,,,,,,,,
山东财经大学,山东,第101组,562,7420,,,,,,,,,,,,,,,
三峡大学,湖北,"第101组(经管法文专
业组)",562,7407,,,,,,,,,,,,,,,
湖南工业大学,湖南,第101组,562,7489,,,,,,,,,,,,,,,
四川外国语大学,四川,第102组,562,7350,,,,,,,,,,,,,,,
四川外国语大学,四川,第105组(政治学类),560,7948,,,,,,,,,,,,,,,
四川外国语大学,四川,第104组,558,8324,,,,,,,,,,,,,,,
四川外国语大学,四川,第103组,557,8739,,,,,,,,,,,,,,,
西安工业大学,陕西,第101组,562,7488,,,,,,,,,,,,,,,
西安科技大学,陕西,第101组,562,7493,,,,,,,,,,,,,,,
中国戏曲学院,北京,第101组,562,7501,,,,,,,,,,,,,,,
哈尔滨师范大学,黑龙江,第101组,561,7696,,,,,,,,,,,,,,,
海南师范大学,海南,第105组,561,7644,,,,,,,,,,,,,,,
海南师范大学,海南,第106组,558,8446,,,,,,,,,,,,,,,
海南师范大学,海南,第101组,550,10498,,,,,,,,,,,,,,,
湖南财政经济学院,湖南,第101组,542,12838,,,,,,,,,,,,,,,
郑州师范学院,河南,第101组,542,12840,,,,,,,,,,,,,,,
广东医科大学,广东,第101组,542,12873,,,,,,,,,,,,,,,
北京印刷学院,北京,第101组,561,7734,,,,,,,,,,,,,,,
天津外国语大学,天津,第101组,561,7648,,,,,,,,,,,,,,,
天津外国语大学,天津,第104组,561,7710,,,,,,,,,,,,,,,
天津外国语大学,天津,第103组,552,9801,,,,,,,,,,,,,,,
天津外国语大学,天津,第102组,552,9816,,,,,,,,,,,,,,,
曲阜师范大学,山东,第102组,561,7676,,,,,,,,,,,,,,,
曲阜师范大学,山东,第101组,551,10251,,,,,,,,,,,,,,,
广东金融学院,广东,第101组,561,7645,,,,,,,,,,,,,,,
昆明理工大学,云南,第101组,541,12951,,,,,,,,,,,,,,,
西南民族大学,四川,第101组,561,7671,,,,,,,,,,,,,,,
西安外国语大学,陕西,第102组,561,7659,,,,,,,,,,,,,,,
西安外国语大学,陕西,第104组,559,8134,,,,,,,,,,,,,,,
闽南师范大学,福建,第101组,541,12953,,,,,,,,,,,,,,,
重庆工商大学,重庆,第101组,560,7886,,,,,,,,,,,,,,,
成都信息工程大学,四川,第101组,560,7953,,,,,,,,,,,,,,,
石家庄铁道大学,河北,第101组,559,8129,,,,,,,,,,,,,,,
北京物资学院,北京,第101组,559,8166,,,,,,,,,,,,,,,
上海立信会计金融学院,上海,第101组,559,8089,,,,,,,,,,,,,,,
安徽财经大学,安徽,第101组,559,8186,,,,,,,,,,,,,,,
吉首大学,湖南,第102组,559,8062,,,,,,,,,,,,,,,
吉首大学,湖南,第101组,557,8520,,,,,,,,,,,,,,,
西南科技大学,四川,第102组,559,8123,,,,,,,,,,,,,,,
西南科技大学,四川,第101组,556,8925,,,,,,,,,,,,,,,
宁波诺丁汉大学,浙江,第101组,558,8311,,,,,,,,,,,,,,,
宁波诺丁汉大学,浙江,第102组,556,8959,,,,,,,,,,,,,,,
北京联合大学,北京,第102组,558,8407,,,,,,,,,,,,,,,
北京联合大学,北京,第101组,554,9245,,,,,,,,,,,,,,,
浙江科技大学,浙江,第101组,558,8438,,,,,,,,,,,,,,,
福建江夏学院,福建,第101组,541,12956,,,,,,,,,,,,,,,
嘉兴南湖学院,浙江,第101组,541,12960,,,,,,,,,,,,,,,
中南林业科技大学,湖南,第101组,558,8308,,,,,,,,,,,,,,,
赣南师范大学,江西,第109组,558,8479,,,,,,,,,,,,,,,
云南财经大学,云南,第101组,541,12996,,,,,,,,,,,,,,,
长沙学院,湖南,第103组,541,12998,,,,,,,,,,,,,,,
温州理工学院,浙江,第101组,541,13120,,,,,,,,,,,,,,,
北部湾大学,广西,第103组,541,13139,,,,,,,,,,,,,,,
闽江学院,福建,第101组,541,13182,,,,,,,,,,,,,,,
西交利物浦大学,江苏,第101组,557,8645,,,,,,,,,,,,,,,
安徽建筑大学,安徽,第101组,557,8507,,,,,,,,,,,,,,,
广东警官学院,广东,第101组,557,8662,,,,,,,,,,,,,,,
北京电影学院,北京,第101组,557,8531,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第102组,556,8754,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第101组,555,9203,,,,,,,,,,,,,,,
湖北第二师范学院,湖北,第101组,541,13195,,,,,,,,,,,,,,,
天津科技大学,天津,"第101组(经管文法
组 )",556,8814,,,,,,,,,,,,,,,
华东交通大学,江西,第101组,556,8747,,,,,,,,,,,,,,,
华东交通大学,江西,第103组,553,9711,,,,,,,,,,,,,,,
华东交通大学,江西,第102组,544,12183,,,,,,,,,,,,,,,
江西科技师范大学,江西,第10B组,556,8769,,,,,,,,,,,,,,,
江西科技师范大学,江西,第108组,545,11752,,,,,,,,,,,,,,,
西安工程大学,陕西,第102组,540,13280,,,,,,,,,,,,,,,
山西医科大学,山西,第102组,540,13281,,,,,,,,,,,,,,,
江西农业大学,江西,第101组,540,13312,,,,,,,,,,,,,,,
湖北师范大学,湖北,第103组,555,9193,,,,,,,,,,,,,,,
湖北师范大学,湖北,第102组,553,9575,,,,,,,,,,,,,,,
湖北师范大学,湖北,第101组,550,10262,,,,,,,,,,,,,,,
黑龙江大学,黑龙江,第102组,555,9151,,,,,,,,,,,,,,,
江苏海洋大学,江苏,第101组,555,9144,,,,,,,,,,,,,,,
浙江传媒学院,浙江,第102组,555,9183,,,,,,,,,,,,,,,
浙江传媒学院,浙江,第101组,545,11872,,,,,,,,,,,,,,,
湖北工业大学,湖北,第101组,555,9052,,,,,,,,,,,,,,,
上海第二工业大学,上海,第101组,554,9406,,,,,,,,,,,,,,,
湖州师范学院,浙江,第101组,554,9465,,,,,,,,,,,,,,,
厦门理工学院,福建,第102组,554,9308,,,,,,,,,,,,,,,
厦门理工学院,福建,第101组,551,10078,,,,,,,,,,,,,,,
临沂大学,山东,第101组,540,13319,,,,,,,,,,,,,,,
中北大学,山西,第101组,553,9617,,,,,,,,,,,,,,,
无锡学院,江苏,第101组,553,9496,,,,,,,,,,,,,,,
南昌航空大学,江西,第101组,553,9582,,,,,,,,,,,,,,,
渤海大学,辽宁,第101组,540,13334,,,,,,,,,,,,,,,
大连外国语大学,辽宁,第102组,552,9893,,,,,,,,,,,,,,,
大连外国语大学,辽宁,第101组,543,12457,,,,,,,,,,,,,,,
上海商学院,上海,第101组,552,9814,,,,,,,,,,,,,,,
青岛理工大学,山东,第101组,552,9886,,,,,,,,,,,,,,,
湖南理工学院,湖南,第102组,552,9950,,,,,,,,,,,,,,,
湖南理工学院,湖南,第101组,549,10614,,,,,,,,,,,,,,,
西华师范大学,四川,第102组,552,9900,,,,,,,,,,,,,,,
西华师范大学,四川,第101组,551,10167,,,,,,,,,,,,,,,
四川警察学院,四川,第101组,552,9772,,,,,,,,,,,,,,,
上海戏剧学院,上海,第101组,552,9889,,,,,,,,,,,,,,,
辽宁师范大学,辽宁,第103组,551,10202,,,,,,,,,,,,,,,
江西师范大学,江西,第10B组,540,13445,,,,,,,,,,,,,,,
衡阳师范学院,湖南,第101组,540,13520,,,,,,,,,,,,,,,
嘉兴大学,浙江,第101组,551,9997,,,,,,,,,,,,,,,
安徽工业大学,安徽,第101组,551,10233,,,,,,,,,,,,,,,
淮北师范大学,安徽,第104组,551,10032,,,,,,,,,,,,,,,
淮北师范大学,安徽,第101组,548,10863,,,,,,,,,,,,,,,
淮北师范大学,安徽,第102组,544,12296,,,,,,,,,,,,,,,
四川轻化工大学,四川,第101组,551,10136,,,,,,,,,,,,,,,
聊城大学,山东,第101组,550,10552,,,,,,,,,,,,,,,
聊城大学,山东,第102组,549,10787,,,,,,,,,,,,,,,
北京师范大学-香港浸会大学联合国际学,广东,第101组,550,10360,,,,,,,,,,,,,,,
南宁师范大学,广西,第102组,550,10545,,,,,,,,,,,,,,,
东北石油大学,黑龙江,第101组,540,13537,,,,,,,,,,,,,,,
西安工程大学,陕西,第101组,550,10297,,,,,,,,,,,,,,,
广东金融学院,广东,第102组,540,13550,,,,,,,,,,,,,,,
甘肃政法大学,甘肃,第101组,550,10467,,,,,,,,,,,,,,,
甘肃政法大学,甘肃,第102组,543,12495,,,,,,,,,,,,,,,
中国劳动关系学院,北京,第101组,549,10684,,,,,,,,,,,,,,,
中国劳动关系学院,北京,第102组,546,11672,,,,,,,,,,,,,,,
福建农林大学,福建,第101组,549,10647,,,,,,,,,,,,,,,
河南科技大学,河南,第101组,540,13561,,,,,,,,,,,,,,,
湖南中医药大学,湖南,第101组,549,10765,,,,,,,,,,,,,,,
云南警官学院,云南,第101组,540,13578,,,,,,,,,,,,,,,
重庆理工大学,重庆,第101组,549,10634,,,,,,,,,,,,,,,
江西农业大学,江西,第103组,549,10706,,,,,,,,,,,,,,,
江西农业大学,江西,第104组,546,11467,,,,,,,,,,,,,,,
遵义医科大学,贵州,第103组,539,13583,,,,,,,,,,,,,,,
沈阳大学,辽宁,第104组,539,13587,,,,,,,,,,,,,,,
渤海大学,辽宁,第103组,548,11063,,,,,,,,,,,,,,,
郑州轻工业大学,河南,第101组,539,13640,,,,,,,,,,,,,,,
吉林财经大学,吉林,第101组,539,13651,,,,,,,,,,,,,,,
浙江中医药大学,浙江,第101组,548,11072,,,,,,,,,,,,,,,
浙江师范大学,浙江,第103组,539,13722,,,,,,,,,,,,,,,
山东工商学院,山东,第101组,548,11015,,,,,,,,,,,,,,,
武汉轻工大学,湖北,第101组,548,10907,,,,,,,,,,,,,,,
衡阳师范学院,湖南,第102组,548,10962,,,,,,,,,,,,,,,
海南大学,海南,第103组,539,13724,,,,,,,,,,,,,,,
厦门理工学院,福建,第103组,539,13744,,,,,,,,,,,,,,,
西北民族大学,甘肃,第105组,548,10924,,,,,,,,,,,,,,,
西北政法大学,陕西,第102组,539,13750,,,,,,,,,,,,,,,
泉州师范学院,福建,第102组,539,13763,,,,,,,,,,,,,,,
潍坊学院,山东,第102组,539,13841,,,,,,,,,,,,,,,
江西科技师范大学,江西,第107组,539,13854,,,,,,,,,,,,,,,
闽南师范大学,福建,第102组,547,11220,,,,,,,,,,,,,,,
成都师范学院,四川,第102组,539,13865,,,,,,,,,,,,,,,
湖北第二师范学院,湖北,第103组,547,11309,,,,,,,,,,,,,,,
东北电力大学,吉林,第102组,539,13898,,,,,,,,,,,,,,,
广西民族大学,广西,第101组,539,13902,,,,,,,,,,,,,,,
湖南农业大学,湖南,第101组,547,11166,,,,,,,,,,,,,,,
广东技术师范大学,广东,第101组,547,11351,,,,,,,,,,,,,,,
嘉兴南湖学院,浙江,第102组,547,11206,,,,,,,,,,,,,,,
北方民族大学,宁夏,第102组,538,14062,,,,,,,,,,,,,,,
吉林师范大学,吉林,第105组,546,11539,,,,,,,,,,,,,,,
山西中医药大学,山西,第101组,538,14079,,,,,,,,,,,,,,,
广西民族大学,广西,第102组,538,14085,,,,,,,,,,,,,,,
北部湾大学,广西,第104组,538,14086,,,,,,,,,,,,,,,
北京石油化工学院,北京,第101组,538,14089,,,,,,,,,,,,,,,
天津商业大学,天津,第101组,546,11529,,,,,,,,,,,,,,,
华北理工大学,河北,第101组,546,11678,,,,,,,,,,,,,,,
大连大学,辽宁,第101组,546,11610,,,,,,,,,,,,,,,
上海工程技术大学,上海,第101组,546,11526,,,,,,,,,,,,,,,
南京晓庄学院,江苏,第101组,546,11573,,,,,,,,,,,,,,,
江西理工大学,江西,第101组,546,11697,,,,,,,,,,,,,,,
中华女子学院,北京,第101组,545,11952,,,,,,,,,,,,,,,
上海应用技术大学,上海,第101组,545,11730,,,,,,,,,,,,,,,
长沙学院,湖南,第101组,545,11760,,,,,,,,,,,,,,,
东北财经大学,辽宁,第104组,538,14147,,,,,,,,,,,,,,,
湖北中医药大学,湖北,第101组,538,14170,,,,,,,,,,,,,,,
辽宁师范大学,辽宁,第101组,538,14194,,,,,,,,,,,,,,,
新疆师范大学,新疆,第102组,544,12122,,,,,,,,,,,,,,,
贵州财经大学,贵州,第104组,538,14209,,,,,,,,,,,,,,,
山东政法学院,山东,第101组,544,12025,,,,,,,,,,,,,,,
金陵科技学院,江苏,第101组,538,14213,,,,,,,,,,,,,,,
河南工业大学,河南,第101组,544,12147,,,,,,,,,,,,,,,
惠州学院,广东,第101组,544,12062,,,,,,,,,,,,,,,
长江师范学院,重庆,第101组,544,12172,,,,,,,,,,,,,,,
云南民族大学,云南,第102组,544,12011,,,,,,,,,,,,,,,
湖北经济学院,湖北,第101组,538,14223,,,,,,,,,,,,,,,
大理大学,云南,第101组,544,12171,,,,,,,,,,,,,,,
长沙学院,湖南,第104组,538,14224,,,,,,,,,,,,,,,
合肥大学,安徽,第101组,538,14241,,,,,,,,,,,,,,,
河南理工大学,河南,第101组,537,14269,,,,,,,,,,,,,,,
长春理工大学,吉林,第101组,543,12435,,,,,,,,,,,,,,,
大连交通大学,辽宁,第101组,543,12444,,,,,,,,,,,,,,,
河北工程大学,河北,第101组,537,14302,,,,,,,,,,,,,,,
闽江学院,福建,第102组,537,14347,,,,,,,,,,,,,,,
齐鲁工业大学,山东,第101组,543,12406,,,,,,,,,,,,,,,
丽水学院,浙江,第103组,537,14400,,,,,,,,,,,,,,,
贵州财经大学,贵州,第101组,543,12392,,,,,,,,,,,,,,,
东华理工大学,江西,第101组,537,14453,,,,,,,,,,,,,,,
大理大学,云南,第103组,537,14466,,,,,,,,,,,,,,,
河南农业大学,河南,第102组,537,14479,,,,,,,,,,,,,,,
桂林电子科技大学,广西,第101组,537,14555,,,,,,,,,,,,,,,
遵义医科大学,贵州,第102组,537,14558,,,,,,,,,,,,,,,
北京体育大学,北京,第103组,537,14562,,,,,,,,,,,,,,,
江苏第二师范学院,江苏,第101组,536,14597,,,,,,,,,,,,,,,
常熟理工学院,江苏,第101组,536,14599,,,,,,,,,,,,,,,
台州学院,浙江,第102组,536,14654,,,,,,,,,,,,,,,
南京艺术学院,江苏,第101组,536,14740,,,,,,,,,,,,,,,
兰州交通大学,甘肃,第101组,536,14768,,,,,,,,,,,,,,,
贵州财经大学,贵州,第103组,536,14774,,,,,,,,,,,,,,,
南昌工程学院,江西,第101组,536,14778,,,,,,,,,,,,,,,
浙江科技大学,浙江,第103组,536,14818,,,,,,,,,,,,,,,
东北电力大学,吉林,第101组,536,14854,,,,,,,,,,,,,,,
延安大学,陕西,第101组,536,14901,,,,,,,,,,,,,,,
洛阳师范学院,河南,第101组,536,14904,,,,,,,,,,,,,,,
山西医科大学,山西,第101组,536,14906,,,,,,,,,,,,,,,
北方民族大学,宁夏,第103组,536,14928,,,,,,,,,,,,,,,
山西财经大学,山西,第101组,535,14984,,,,,,,,,,,,,,,
大连民族大学,辽宁,第101组,535,15093,,,,,,,,,,,,,,,
贵州财经大学,贵州,第102组,535,15096,,,,,,,,,,,,,,,
赣南师范大学,江西,第10A组,535,15103,,,,,,,,,,,,,,,
云南民族大学,云南,第101组,535,15168,,,,,,,,,,,,,,,
贵州师范大学,贵州,第104组,535,15220,,,,,,,,,,,,,,,
井冈山大学,江西,第102组,535,15246,,,,,,,,,,,,,,,
昆明学院,云南,第104组,535,15269,,,,,,,,,,,,,,,
太原师范学院,山西,第101组,535,15293,,,,,,,,,,,,,,,
黄冈师范学院,湖北,第101组,534,15326,,,,,,,,,,,,,,,
四川美术学院,四川,第101组,534,15351,,,,,,,,,,,,,,,
重庆文理学院,重庆,第103组,534,15381,,,,,,,,,,,,,,,
南宁师范大学,广西,第101组,534,15395,,,,,,,,,,,,,,,
大理大学,云南,第102组,534,15413,,,,,,,,,,,,,,,
中国民用航空飞行学院,四川,第102组,534,15461,,,,,,,,,,,,,,,
山东石油化工学院,山东,第102组,534,15511,,,,,,,,,,,,,,,
武汉商学院,湖北,第101组,534,15515,,,,,,,,,,,,,,,
湖北民族大学,湖北,第101组,534,15573,,,,,,,,,,,,,,,
徐州工程学院,江苏,第101组,534,15617,,,,,,,,,,,,,,,
西南林业大学,云南,第101组,534,15630,,,,,,,,,,,,,,,
天津美术学院,天津,第101组,534,15633,,,,,,,,,,,,,,,
泉州师范学院,福建,第101组,534,15641,,,,,,,,,,,,,,,
北部湾大学,广西,第102组,534,15659,,,,,,,,,,,,,,,
成都师范学院,四川,第101组,533,15711,,,,,,,,,,,,,,,
重庆三峡学院,重庆,第101组,533,15779,,,,,,,,,,,,,,,
绍兴文理学院,浙江,第101组,533,15796,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第103组,533,15803,,,,,,,,,,,,,,,
吉林警察学院,吉林,第101组,533,15815,,,,,,,,,,,,,,,
安徽中医药大学,安徽,第101组,533,15876,,,,,,,,,,,,,,,
河南农业大学,河南,第101组,533,15882,,,,,,,,,,,,,,,
重庆第二师范学院,重庆,第101组,533,15896,,,,,,,,,,,,,,,
湖北文理学院,湖北,第101组,533,15912,,,,,,,,,,,,,,,
赣南师范大学,江西,第106组,533,15925,,,,,,,,,,,,,,,
青海民族大学,青海,第103组,533,15949,,,,,,,,,,,,,,,
广州体育学院,广东,第101组,533,15980,,,,,,,,,,,,,,,
福建理工大学,福建,第101组,533,16037,,,,,,,,,,,,,,,
湖北美术学院,湖北,第101组,533,16050,,,,,,,,,,,,,,,
广西财经学院,广西,第101组,533,16074,,,,,,,,,,,,,,,
河南中医药大学,河南,第101组,532,16092,,,,,,,,,,,,,,,
兰州财经大学,甘肃,第101组,532,16105,,,,,,,,,,,,,,,
南昌航空大学,江西,第102组,532,16172,,,,,,,,,,,,,,,
南昌师范学院,江西,第103组,532,16198,,,,,,,,,,,,,,,
大连工业大学,辽宁,第101组,532,16257,,,,,,,,,,,,,,,
井冈山大学,江西,第101组,532,16280,,,,,,,,,,,,,,,
海南医科大学,海南,第101组,532,16294,,,,,,,,,,,,,,,
山东中医药大学,山东,第101组,532,16394,,,,,,,,,,,,,,,
北京城市学院,北京,第101组,532,16408,,,,,,,,,,,,,,,
吉林师范大学,吉林,第101组,532,16435,,,,,,,,,,,,,,,
长春师范大学,吉林,第103组,532,16436,,,,,,,,,,,,,,,
韶关学院,广东,第102组,532,16439,,,,,,,,,,,,,,,
宁波工程学院,浙江,第101组,532,16441,,,,,,,,,,,,,,,
贵州师范大学,贵州,第102组,532,16455,,,,,,,,,,,,,,,
岭南师范学院,广东,第102组,532,16459,,,,,,,,,,,,,,,
景德镇陶瓷大学,江西,第102组,531,16488,,,,,,,,,,,,,,,
天津中德应用技术大学,天津,第101组,531,16503,,,,,,,,,,,,,,,
成都工业学院,四川,第102组,531,16520,,,,,,,,,,,,,,,
洛阳师范学院,河南,第104组,531,16521,,,,,,,,,,,,,,,
湖北工程学院,湖北,第102组,531,16524,,,,,,,,,,,,,,,
南昌师范学院,江西,第102组,531,16587,,,,,,,,,,,,,,,
南阳师范学院,河南,第103组,531,16630,,,,,,,,,,,,,,,
四川旅游学院,四川,第102组,531,16665,,,,,,,,,,,,,,,
遵义师范学院,贵州,第102组,531,16688,,,,,,,,,,,,,,,
江苏理工学院,江苏,第101组,531,16761,,,,,,,,,,,,,,,
南昌师范学院,江西,第104组,531,16763,,,,,,,,,,,,,,,
湘南学院,湖南,第101组,531,16774,,,,,,,,,,,,,,,
四川旅游学院,四川,第101组,531,16778,,,,,,,,,,,,,,,
山西农业大学,山西,第102组,531,16818,,,,,,,,,,,,,,,
北华大学,吉林,第101组,531,16833,,,,,,,,,,,,,,,
重庆文理学院,重庆,第102组,530,16897,,,,,,,,,,,,,,,
西北民族大学,甘肃,第101组,530,16912,,,,,,,,,,,,,,,
昆明学院,云南,第103组,530,16949,,,,,,,,,,,,,,,
台州学院,浙江,第101组,530,16962,,,,,,,,,,,,,,,
贵州民族大学,贵州,第101组,530,17019,,,,,,,,,,,,,,,
沈阳理工大学,辽宁,第101组,530,17023,,,,,,,,,,,,,,,
贵阳学院,贵州,第102组,530,17071,,,,,,,,,,,,,,,
广西中医药大学,广西,第101组,530,17078,,,,,,,,,,,,,,,
福建农林大学,福建,第102组,530,17087,,,,,,,,,,,,,,,
山东建筑大学,山东,第101组,530,17108,,,,,,,,,,,,,,,
安阳师范学院,河南,第101组,530,17123,,,,,,,,,,,,,,,
济宁学院,山东,第101组,530,17157,,,,,,,,,,,,,,,
沈阳大学,辽宁,第102组,530,17209,,,,,,,,,,,,,,,
丽水学院,浙江,第101组,530,17231,,,,,,,,,,,,,,,
商丘师范学院,河南,第102组,530,17233,,,,,,,,,,,,,,,
韶关学院,广东,第106组,529,17278,,,,,,,,,,,,,,,
云南农业大学,云南,第101组,529,17345,,,,,,,,,,,,,,,
江西中医药大学,江西,第103组,529,17359,,,,,,,,,,,,,,,
长沙师范学院,湖南,第101组,529,17400,,,,,,,,,,,,,,,
天津职业技术师范大学,天津,第101组,529,17408,,,,,,,,,,,,,,,
贵阳学院,贵州,第101组,529,17526,,,,,,,,,,,,,,,
盐城师范学院,江苏,第101组,529,17530,,,,,,,,,,,,,,,
山西农业大学,山西,第101组,529,17584,,,,,,,,,,,,,,,
长春师范大学,吉林,第104组,529,17593,,,,,,,,,,,,,,,
宁德师范学院,福建,第101组,529,17624,,,,,,,,,,,,,,,
岭南师范学院,广东,第101组,529,17681,,,,,,,,,,,,,,,
陕西理工大学,陕西,第101组,528,17709,,,,,,,,,,,,,,,
赣南师范大学,江西,第107组,528,17733,,,,,,,,,,,,,,,
山东石油化工学院,山东,第101组,528,17736,,,,,,,,,,,,,,,
大理大学,云南,第104组,528,17758,,,,,,,,,,,,,,,
怀化学院,湖南,第101组,528,17776,,,,,,,,,,,,,,,
湖南文理学院,湖南,第101组,528,17788,,,,,,,,,,,,,,,
内江师范学院,四川,第101组,528,17790,,,,,,,,,,,,,,,
信阳师范大学,河南,第101组,528,17844,,,,,,,,,,,,,,,
河北地质大学,河北,第101组,528,17847,,,,,,,,,,,,,,,
宿迁学院,江苏,第101组,528,17883,,,,,,,,,,,,,,,
遵义医科大学,贵州,第101组,528,17885,,,,,,,,,,,,,,,
福建商学院,福建,第101组,528,17891,,,,,,,,,,,,,,,
太原师范学院,山西,第103组,528,17954,,,,,,,,,,,,,,,
福建师范大学,福建,第102组,528,17962,,,,,,,,,,,,,,,
豫章师范学院,江西,第102组,528,17990,,,,,,,,,,,,,,,
内蒙古财经大学,内蒙古,第101组,528,18009,,,,,,,,,,,,,,,
南阳师范学院,河南,第102组,528,18063,,,,,,,,,,,,,,,
韩山师范学院,广东,第101组,528,18083,,,,,,,,,,,,,,,
湖北工程学院,湖北,第101组,527,18121,,,,,,,,,,,,,,,
山西中医药大学,山西,第102组,527,18240,,,,,,,,,,,,,,,
哈尔滨商业大学,黑龙江,第101组,527,18247,,,,,,,,,,,,,,,
武汉体育学院,湖北,第102组,527,18274,,,,,,,,,,,,,,,
渭南师范学院,陕西,第101组,527,18276,,,,,,,,,,,,,,,
南阳师范学院,河南,第101组,527,18376,,,,,,,,,,,,,,,
潍坊学院,山东,第101组,527,18386,,,,,,,,,,,,,,,
安庆师范大学,安徽,第101组,527,18388,,,,,,,,,,,,,,,
中南财经政法大学,湖北,第103组,527,18393,,,,,,,,,,,,,,,
防灾科技学院,河北,第101组,527,18415,,,,,,,,,,,,,,,
景德镇陶瓷大学,江西,第101组,527,18451,,,,,,,,,,,,,,,
北方民族大学,宁夏,第101组,527,18461,,,,,,,,,,,,,,,
西安文理学院,陕西,第103组,527,18472,,,,,,,,,,,,,,,
天津城建大学,天津,第101组,527,18497,,,,,,,,,,,,,,,
广西警察学院,广西,第101组,527,18512,,,,,,,,,,,,,,,
北部湾大学,广西,第101组,527,18516,,,,,,,,,,,,,,,
沈阳师范大学,辽宁,第101组,526,18591,,,,,,,,,,,,,,,
衢州学院,浙江,第101组,526,18618,,,,,,,,,,,,,,,
淮阴工学院,江苏,第101组,526,18633,,,,,,,,,,,,,,,
内蒙古民族大学,内蒙古,第102组,526,18640,,,,,,,,,,,,,,,
青海民族大学,青海,第101组,526,18672,,,,,,,,,,,,,,,
韶关学院,广东,第103组,526,18744,,,,,,,,,,,,,,,
西北民族大学,甘肃,第104组,526,18767,,,,,,,,,,,,,,,
河南财政金融学院,河南,第101组,526,18779,,,,,,,,,,,,,,,
山西大学,山西,第103组,526,18909,,,,,,,,,,,,,,,
广西民族大学,广西,第103组,526,18971,,,,,,,,,,,,,,,
长春大学,吉林,第102组,525,19023,,,,,,,,,,,,,,,
重庆师范大学,重庆,第102组,525,19084,,,,,,,,,,,,,,,
佳木斯大学,黑龙江,第101组,525,19139,,,,,,,,,,,,,,,
齐齐哈尔大学,黑龙江,第102组,525,19168,,,,,,,,,,,,,,,
韶关学院,广东,第105组,525,19192,,,,,,,,,,,,,,,
遵义师范学院,贵州,第101组,525,19200,,,,,,,,,,,,,,,
嘉应学院,广东,第102组,525,19213,,,,,,,,,,,,,,,
太原师范学院,山西,第104组,525,19260,,,,,,,,,,,,,,,
桂林理工大学,广西,第101组,525,19284,,,,,,,,,,,,,,,
长春大学,吉林,第101组,525,19311,,,,,,,,,,,,,,,
湖南医药学院,湖南,第101组,525,19314,,,,,,,,,,,,,,,
重庆科技大学,重庆,第101组,525,19341,,,,,,,,,,,,,,,
江西中医药大学,江西,第101组,525,19359,,,,,,,,,,,,,,,
郑州航空工业管理学院,河南,第101组,525,19367,,,,,,,,,,,,,,,
长沙学院,湖南,第102组,525,19373,,,,,,,,,,,,,,,
绵阳师范学院,湖南,第101组,525,19399,,,,,,,,,,,,,,,
湖北理工学院,湖北,第101组,524,19503,,,,,,,,,,,,,,,
保定学院,河北,第104组,524,19546,,,,,,,,,,,,,,,
太原科技大学,山西,第101组,524,19577,,,,,,,,,,,,,,,
南京特殊教育师范学院,江苏,第101组,524,19581,,,,,,,,,,,,,,,
汉江师范学院,湖北,第101组,524,19610,,,,,,,,,,,,,,,
湖南工程学院,湖南,第101组,524,19641,,,,,,,,,,,,,,,
廊坊师范学院,河北,第101组,524,19662,,,,,,,,,,,,,,,
云南农业大学,云南,第102组,524,19811,,,,,,,,,,,,,,,
重庆邮电大学,重庆,第101组,524,19827,,,,,,,,,,,,,,,
三明学院,福建,第101组,523,19843,,,,,,,,,,,,,,,
